first_name,second_name,Position,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,team_id,team_name,team_rank
Jamal,Baptiste,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,19,West Ham,
Nikola,Vlasic,2,1,0,21,363,7,70,69.4,66,0,72,20.5,1,0,0,0,56,MID,19,West Ham,
Alex,Kral,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0.1,44,MID,19,West Ham,
Harrison,Ashby,1,0,0,1,6,1,1,2,0,0,4,0.3,0,0,0,0,40,DEF,19,West Ham,
Sonny,Perkins,2,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,45,MID,19,West Ham,
Ajibola,Alese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,19,West Ham,
Armstrong,Oko-Flex,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,19,West Ham,
Pierre,Ekwah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,19,West Ham,
João Filipe Iria,Santos Moutinho,2,2,1,68,1749,15,423.2,351.4,73,7,337,84.6,9,0,2,0.9,49,MID,20,Wolves,
Rui Pedro,dos Santos Patrício,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,GK,20,Wolves,
Willy,Boly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,DEF,20,Wolves,
Conor,Coady,1,2,0,96,2056,17,18.5,443.4,126,6,441,59,9,0,1,12.3,47,DEF,20,Wolves,
Raúl,Jiménez,3,5,3,71,1729,13,355.6,333.6,595,9,196,128.2,9,1,4,5.5,74,FWD,20,Wolves,
Romain,Saïss,1,2,0,88,1838,15,67.9,491.6,182,6,393,74.2,9,0,4,1.9,50,DEF,20,Wolves,
Fernando,Marçal,1,0,2,49,1016,9,77.2,138.8,78,3,194,28.8,5,0,2,1.7,42,DEF,20,Wolves,
Jonathan,Castro Otto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,DEF,20,Wolves,
Leander,Dendoncker,2,1,2,45,1053,8,106,200.4,151,3,180,45.8,4,0,3,0.2,47,MID,20,Wolves,
Adama,Traoré,2,1,1,44,1069,10,271.1,192,300,0,168,76.6,5,0,0,1.2,56,MID,20,Wolves,
Rúben Diogo,da Silva Neves,2,2,1,56,1704,16,276.2,358.8,147,4,316,78.4,7,0,8,1,53,MID,20,Wolves,
Nélson,Cabral Semedo,1,0,1,81,1839,15,237.6,287.2,238,7,362,76.4,8,0,1,2.9,48,DEF,20,Wolves,
Daniel,Castelo Podence,2,0,2,37,863,6,276.2,164.4,279,0,129,72,6,0,1,0.2,55,MID,20,Wolves,
Max,Kilman,1,1,1,88,2070,17,58.9,483.2,164,3,433,70.8,9,0,3,2.2,46,DEF,20,Wolves,
Morgan,Gibbs-White,2,0,0,1,7,0,0.7,0,24,0,0,2.1,0,0,1,0.1,45,MID,20,Wolves,
Pedro,Lomba Neto,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,MID,20,Wolves,
Owen,Otasowie,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,20,Wolves,
Ki-Jana,Hoever,1,0,0,11,192,3,18.6,32,8,0,44,5.8,1,0,1,1.8,39,DEF,20,Wolves,
Andreas,Söndergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,39,GK,20,Wolves,
Fabio,Silva,3,0,0,14,143,2,14.6,11,55,0,34,7.7,0,0,0,0.4,56,FWD,20,Wolves,
Yerson,Mosquera Valdelamar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,20,Wolves,
John,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,GK,20,Wolves,
Francisco,Machado Mota de Castro Trincão,2,0,0,38,1003,9,200.6,122.8,276,0,115,59.9,6,0,0,0.3,56,MID,20,Wolves,
Rayan,Ait Nouri,1,0,3,60,1015,6,204.9,237.4,106,6,231,54.9,6,0,2,1.8,44,DEF,20,Wolves,
José,Malheiro de Sá,0,0,1,108,2070,17,30,621,0,11,491,64.9,9,0,3,7.6,52,GK,20,Wolves,
Patrick,Cutrone,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,FWD,20,Wolves,
Luke,Cundle,2,0,0,4,84,0,14.6,5.2,0,0,15,2,1,0,0,0.1,44,MID,20,Wolves,
Chem,Campbell,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,MID,20,Wolves,
Christian,Marques,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,20,Wolves,
Hee-Chan,Hwang,3,4,0,48,990,7,128.9,198.6,237,8,178,55.9,5,0,1,2.5,54,FWD,20,Wolves,
Louie,Moulden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,GK,20,Wolves,
James,Storer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK,20,Wolves,
Hugo,Bueno,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,20,Wolves,
Bruno André,Cavaco Jordão,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,20,Wolves,
Toti António,Gomes,1,0,0,3,180,2,1.8,41.6,0,0,22,4.3,0,0,1,0,45,DEF,20,Wolves,
Dion,Sanderson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,20,Wolves,
Ryan,Giles,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,20,Wolves,
Francisco Jorge,Tomás Oliveira,2,0,0,1,28,0,14.8,4.6,38,0,3,5.7,0,0,0,0,55,MID,20,Wolves,
